p,true_k,dataset_id,n,B,n_jobs,n_test_ks,model,t_carve_sec,t_carve_per_k_sec,t_external_sec
34,3,15,500,20,10,6,kmeans,10.417667916975915,1.7362779861626525,0.8472818330628797
34,4,15,500,20,10,6,kmeans,10.459334874991328,1.7432224791652213,0.8024632090236992
34,5,15,500,20,10,6,kmeans,10.217645415919833,1.7029409026533056,0.7949666250497103
34,6,15,500,20,10,6,kmeans,10.319514709059149,1.7199191181765248,0.7874486249638721
34,3,16,500,20,10,6,kmeans,10.851990374969319,1.8086650624948863,0.8070259999949485
34,4,16,500,20,10,6,kmeans,10.636200250010006,1.7727000416683343,0.8439474999904633
34,5,16,500,20,10,6,kmeans,10.158084125025198,1.693014020837533,0.7982762500178069
34,6,16,500,20,10,6,kmeans,10.17498291702941,1.6958304861715685,0.7758544170064852
34,3,17,500,20,10,6,kmeans,10.72036879195366,1.7867281319922768,0.84851916693151
34,4,17,500,20,10,6,kmeans,10.542348082992248,1.7570580138320413,0.838824333040975
34,5,17,500,20,10,6,kmeans,10.358696750015952,1.726449458335992,0.8182837920030579
34,6,17,500,20,10,6,kmeans,10.0405046249507,1.6734174374917832,0.7854592090006918
34,3,18,500,20,10,6,kmeans,10.874248415930197,1.8123747359883662,0.8581647080136463
34,4,18,500,20,10,6,kmeans,10.640173083986156,1.7733621806643594,0.8157132499618456
34,5,18,500,20,10,6,kmeans,10.317128791939467,1.7195214653232445,0.7989688750822097
34,6,18,500,20,10,6,kmeans,9.98190437501762,1.6636507291696034,0.7820015411125496
34,3,19,500,20,10,6,kmeans,10.514741167076863,1.7524568611794773,0.7934935418888927
34,4,19,500,20,10,6,kmeans,10.30912733299192,1.7181878888319868,0.7843275000341237
34,5,19,500,20,10,6,kmeans,10.169311707955785,1.6948852846592974,0.7390641670208424
34,6,19,500,20,10,6,kmeans,10.120681084110402,1.6867801806850669,0.769239041954279
62,3,0,500,20,10,6,kmeans,11.510005791089498,1.9183342985149163,1.104672500048764
62,4,0,500,20,10,6,kmeans,11.118877750006504,1.8531462916677508,0.8287335420027375
62,5,0,500,20,10,6,kmeans,10.85129641694948,1.8085494028249134,0.828929541981779
62,6,0,500,20,10,6,kmeans,10.736192833050154,1.7893654721750256,0.825605666032061
62,3,1,500,20,10,6,kmeans,11.435562959057279,1.9059271598428797,0.8547708749538288
62,4,1,500,20,10,6,kmeans,11.07487808400765,1.8458130140012752,0.841033500037156
62,5,1,500,20,10,6,kmeans,10.875151749933138,1.812525291655523,0.8285218339879066
62,6,1,500,20,10,6,kmeans,10.841534833074547,1.8069224721790913,0.8265159589936957
62,3,2,500,20,10,6,kmeans,11.480879666050896,1.913479944341816,0.843060625018552
62,4,2,500,20,10,6,kmeans,11.044081957894377,1.8406803263157296,0.8144988330313936
62,5,2,500,20,10,6,kmeans,10.902050541946664,1.8170084236577775,0.8007360419724137
62,6,2,500,20,10,6,kmeans,10.777847249992192,1.7963078749986987,0.7781704999506474
62,3,3,500,20,10,6,kmeans,11.103077666950412,1.8505129444917354,0.8273035420570523
62,4,3,500,20,10,6,kmeans,10.965683292015456,1.827613882002576,0.7981186669785529
62,5,3,500,20,10,6,kmeans,10.739190750056878,1.7898651250094797,0.797666750033386
62,6,3,500,20,10,6,kmeans,10.63470175000839,1.772450291668065,0.8033364580478519
62,3,4,500,20,10,6,kmeans,11.344334458000958,1.8907224096668263,0.851628249976784
62,4,4,500,20,10,6,kmeans,11.15845758409705,1.8597429306828417,0.8545937499729916
