axis_name,axis_value,baseline_ari,dataset_iteration,true_k,metric_name,k,metric_value,is_optimal,is_correct,metric_ari
embed_dim,10,0.38692604601490116,0,3,ari_generalizability,2,0.3005349980966404,False,False,0.08139734453277785
embed_dim,10,0.38692604601490116,0,3,ari_generalizability,3,0.6499961898640875,False,True,0.3736549957657647
embed_dim,10,0.38692604601490116,0,3,ari_generalizability,4,0.7603516515841611,False,False,0.9381725814188905
embed_dim,10,0.38692604601490116,0,3,ari_generalizability,5,0.8581797965102066,True,False,0.6367251520155028
embed_dim,10,0.38692604601490116,0,3,ari_generalizability,6,0.797481108089097,False,False,0.5585595934331965
embed_dim,10,0.38692604601490116,0,3,ari_generalizability,7,0.7166512712983613,False,False,0.4978482003085695
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_1se,2,0.3005349980966404,False,False,0.08139734453277785
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_1se,3,0.6499961898640875,False,True,0.3736549957657647
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_1se,4,0.7603516515841611,False,False,0.9381725814188905
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_1se,5,0.8581797965102066,True,False,0.6367251520155028
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_1se,6,0.797481108089097,False,False,0.5585595934331965
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_1se,7,0.7166512712983613,False,False,0.4978482003085695
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_quant,2,0.3005349980966404,False,False,0.08139734453277785
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_quant,3,0.6499961898640875,False,True,0.3736549957657647
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_quant,4,0.7603516515841611,False,False,0.9381725814188905
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_quant,5,0.8581797965102066,False,False,0.6367251520155028
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_quant,6,0.797481108089097,False,False,0.5585595934331965
embed_dim,10,0.38692604601490116,0,3,ari_generalizability_quant,7,0.7166512712983613,True,False,0.4978482003085695
embed_dim,10,0.38692604601490116,0,3,ari_stability,2,0.6327565934389061,False,False,0.10058502600231944
embed_dim,10,0.38692604601490116,0,3,ari_stability,3,0.9464076402121182,False,True,0.3924976144823433
embed_dim,10,0.38692604601490116,0,3,ari_stability,4,0.9858866017211446,True,False,0.9359894264204751
embed_dim,10,0.38692604601490116,0,3,ari_stability,5,0.9531718640230187,False,False,0.6378039848707058
embed_dim,10,0.38692604601490116,0,3,ari_stability,6,0.9319562199597731,False,False,0.5361229561562758
embed_dim,10,0.38692604601490116,0,3,ari_stability,7,0.9492579115172617,False,False,0.48814822019283644
embed_dim,10,0.38692604601490116,0,3,ari_stability_1se,2,0.6327565934389061,False,False,0.10058502600231944
embed_dim,10,0.38692604601490116,0,3,ari_stability_1se,3,0.9464076402121182,False,True,0.3924976144823433
embed_dim,10,0.38692604601490116,0,3,ari_stability_1se,4,0.9858866017211446,True,False,0.9359894264204751
embed_dim,10,0.38692604601490116,0,3,ari_stability_1se,5,0.9531718640230187,False,False,0.6378039848707058
embed_dim,10,0.38692604601490116,0,3,ari_stability_1se,6,0.9319562199597731,False,False,0.5361229561562758
embed_dim,10,0.38692604601490116,0,3,ari_stability_1se,7,0.9492579115172617,False,False,0.48814822019283644
embed_dim,10,0.38692604601490116,0,3,ari_stability_quant,2,0.6327565934389061,False,False,0.10058502600231944
embed_dim,10,0.38692604601490116,0,3,ari_stability_quant,3,0.9464076402121182,False,True,0.3924976144823433
embed_dim,10,0.38692604601490116,0,3,ari_stability_quant,4,0.9858866017211446,True,False,0.9359894264204751
embed_dim,10,0.38692604601490116,0,3,ari_stability_quant,5,0.9531718640230187,False,False,0.6378039848707058
embed_dim,10,0.38692604601490116,0,3,ari_stability_quant,6,0.9319562199597731,False,False,0.5361229561562758
embed_dim,10,0.38692604601490116,0,3,ari_stability_quant,7,0.9492579115172617,False,False,0.48814822019283644
embed_dim,10,0.38692604601490116,0,3,consensus_ce_stability,2,0.6231494748084915,False,False,0.10058502600231944
embed_dim,10,0.38692604601490116,0,3,consensus_ce_stability,3,0.9340031979684793,False,True,0.3924976144823433
embed_dim,10,0.38692604601490116,0,3,consensus_ce_stability,4,0.9872363490171264,True,False,0.9359894264204751
embed_dim,10,0.38692604601490116,0,3,consensus_ce_stability,5,0.9563280153596626,False,False,0.6378039848707058
embed_dim,10,0.38692604601490116,0,3,consensus_ce_stability,6,0.9474849224578668,False,False,0.5361229561562758
embed_dim,10,0.38692604601490116,0,3,consensus_ce_stability,7,0.9618402061702,False,False,0.48814822019283644
embed_dim,10,0.38692604601490116,0,3,consensus_gini_stability,2,0.6627572751536236,False,False,0.10058502600231944
embed_dim,10,0.38692604601490116,0,3,consensus_gini_stability,3,0.9483474987378264,False,True,0.3924976144823433
embed_dim,10,0.38692604601490116,0,3,consensus_gini_stability,4,0.9881015942938437,True,False,0.9359894264204751
embed_dim,10,0.38692604601490116,0,3,consensus_gini_stability,5,0.9625398783756123,False,False,0.6378039848707058
embed_dim,10,0.38692604601490116,0,3,consensus_gini_stability,6,0.951566836423849,False,False,0.5361229561562758
embed_dim,10,0.38692604601490116,0,3,consensus_gini_stability,7,0.9656111252723254,False,False,0.48814822019283644
embed_dim,10,0.38692604601490116,0,3,consensus_pac_stability,2,0.48295791583166336,False,False,0.10058502600231944
embed_dim,10,0.38692604601490116,0,3,consensus_pac_stability,3,0.9410981963927856,False,True,0.3924976144823433
embed_dim,10,0.38692604601490116,0,3,consensus_pac_stability,4,0.9848256513026052,True,False,0.9359894264204751
embed_dim,10,0.38692604601490116,0,3,consensus_pac_stability,5,0.941314629258517,False,False,0.6378039848707058
embed_dim,10,0.38692604601490116,0,3,consensus_pac_stability,6,0.9351583166332665,False,False,0.5361229561562758
embed_dim,10,0.38692604601490116,0,3,consensus_pac_stability,7,0.949122244488978,False,False,0.48814822019283644
embed_dim,10,0.38692604601490116,0,3,misclassification_generalizability,2,0.7648016752339508,False,False,0.08139734453277785
embed_dim,10,0.38692604601490116,0,3,misclassification_generalizability,3,0.8582935727081954,False,True,0.3736549957657647
embed_dim,10,0.38692604601490116,0,3,misclassification_generalizability,4,0.863598352196778,False,False,0.9381725814188905
embed_dim,10,0.38692604601490116,0,3,misclassification_generalizability,5,0.9243614927217432,True,False,0.6367251520155028
embed_dim,10,0.38692604601490116,0,3,misclassification_generalizability,6,0.8693502561336401,False,False,0.5585595934331965
embed_dim,10,0.38692604601490116,0,3,misclassification_generalizability,7,0.8020999390756465,False,False,0.4978482003085695
embed_dim,10,0.38692604601490116,0,3,silhouette,2,0.43183159928656983,False,False,0.09491361150688335
embed_dim,10,0.38692604601490116,0,3,silhouette,3,0.4803443594569509,False,True,0.38692604601490116
embed_dim,10,0.38692604601490116,0,3,silhouette,4,0.498123729937957,False,False,0.9359894264204751
embed_dim,10,0.38692604601490116,0,3,silhouette,5,0.5123450576259552,True,False,0.6378039848707058
embed_dim,10,0.38692604601490116,0,3,silhouette,6,0.46921208380793805,False,False,0.5396301711956188
embed_dim,10,0.38692604601490116,0,3,silhouette,7,0.499439060217047,False,False,0.48814822019283644
embed_dim,10,0.38692604601490116,0,3,gap,2,0.5174257752318496,False,False,0.09491361150688335
embed_dim,10,0.38692604601490116,0,3,gap,3,0.8245446810988337,False,True,0.38692604601490116
embed_dim,10,0.38692604601490116,0,3,gap,4,1.21018982912359,False,False,0.9359894264204751
embed_dim,10,0.38692604601490116,0,3,gap,5,1.5564585919656002,False,False,0.6378039848707058
embed_dim,10,0.38692604601490116,0,3,gap,6,1.4761957016046265,False,False,0.5396301711956188
embed_dim,10,0.38692604601490116,0,3,gap,7,1.6973267524803646,True,False,0.48814822019283644
embed_dim,10,0.38692604601490116,0,3,davies_bouldin,2,0.5599507761955368,False,False,0.09491361150688335
embed_dim,10,0.38692604601490116,0,3,davies_bouldin,3,0.5636830963871102,False,True,0.38692604601490116
embed_dim,10,0.38692604601490116,0,3,davies_bouldin,4,0.5596214110043838,False,False,0.9359894264204751
embed_dim,10,0.38692604601490116,0,3,davies_bouldin,5,0.5941785353131056,True,False,0.6378039848707058
embed_dim,10,0.38692604601490116,0,3,davies_bouldin,6,0.521898412409927,False,False,0.5396301711956188
embed_dim,10,0.38692604601490116,0,3,davies_bouldin,7,0.5431745942849745,False,False,0.48814822019283644
embed_dim,10,0.38692604601490116,0,3,calinski_harabasz,2,178.54296258263446,False,False,0.09491361150688335
embed_dim,10,0.38692604601490116,0,3,calinski_harabasz,3,252.82302793704207,False,True,0.38692604601490116
embed_dim,10,0.38692604601490116,0,3,calinski_harabasz,4,354.6618126166844,False,False,0.9359894264204751
embed_dim,10,0.38692604601490116,0,3,calinski_harabasz,5,454.58230486655924,True,False,0.6378039848707058
embed_dim,10,0.38692604601490116,0,3,calinski_harabasz,6,345.0089485270396,False,False,0.5396301711956188
embed_dim,10,0.38692604601490116,0,3,calinski_harabasz,7,389.62905804494363,False,False,0.48814822019283644
embed_dim,10,1.0,1,3,ari_generalizability,2,1.0,True,False,0.7721637505422639
embed_dim,10,1.0,1,3,ari_generalizability,3,0.9856909827516697,False,True,1.0
embed_dim,10,1.0,1,3,ari_generalizability,4,0.8228708925115324,False,False,0.615581603729879
embed_dim,10,1.0,1,3,ari_generalizability,5,0.6397709758675704,False,False,0.6809632036544189
embed_dim,10,1.0,1,3,ari_generalizability,6,0.7411680446976168,False,False,0.4561342653584071
embed_dim,10,1.0,1,3,ari_generalizability,7,0.806384718666659,False,False,0.4440405225767545
embed_dim,10,1.0,1,3,ari_generalizability_1se,2,1.0,True,False,0.7721637505422639
embed_dim,10,1.0,1,3,ari_generalizability_1se,3,0.9856909827516697,False,True,1.0
embed_dim,10,1.0,1,3,ari_generalizability_1se,4,0.8228708925115324,False,False,0.615581603729879
embed_dim,10,1.0,1,3,ari_generalizability_1se,5,0.6397709758675704,False,False,0.6809632036544189
embed_dim,10,1.0,1,3,ari_generalizability_1se,6,0.7411680446976168,False,False,0.4561342653584071
embed_dim,10,1.0,1,3,ari_generalizability_1se,7,0.806384718666659,False,False,0.4440405225767545
embed_dim,10,1.0,1,3,ari_generalizability_quant,2,1.0,True,False,0.7721637505422639
embed_dim,10,1.0,1,3,ari_generalizability_quant,3,0.9856909827516697,False,True,1.0
embed_dim,10,1.0,1,3,ari_generalizability_quant,4,0.8228708925115324,False,False,0.615581603729879
embed_dim,10,1.0,1,3,ari_generalizability_quant,5,0.6397709758675704,False,False,0.6809632036544189
embed_dim,10,1.0,1,3,ari_generalizability_quant,6,0.7411680446976168,False,False,0.4561342653584071
embed_dim,10,1.0,1,3,ari_generalizability_quant,7,0.806384718666659,False,False,0.4440405225767545
embed_dim,10,1.0,1,3,ari_stability,2,1.0,True,False,0.7721637505422639
embed_dim,10,1.0,1,3,ari_stability,3,1.0,False,True,1.0
embed_dim,10,1.0,1,3,ari_stability,4,0.9494833375169975,False,False,0.6104672527130479
embed_dim,10,1.0,1,3,ari_stability,5,0.7538405077465822,False,False,0.6254355063038648
embed_dim,10,1.0,1,3,ari_stability,6,0.8475013091602085,False,False,0.45704951962360496
embed_dim,10,1.0,1,3,ari_stability,7,0.9456866213835289,False,False,0.44234351538594274
embed_dim,10,1.0,1,3,ari_stability_1se,2,1.0,False,False,0.7721637505422639
embed_dim,10,1.0,1,3,ari_stability_1se,3,1.0,True,True,1.0
embed_dim,10,1.0,1,3,ari_stability_1se,4,0.9494833375169975,False,False,0.6104672527130479
embed_dim,10,1.0,1,3,ari_stability_1se,5,0.7538405077465822,False,False,0.6254355063038648
embed_dim,10,1.0,1,3,ari_stability_1se,6,0.8475013091602085,False,False,0.45704951962360496
embed_dim,10,1.0,1,3,ari_stability_1se,7,0.9456866213835289,False,False,0.44234351538594274
embed_dim,10,1.0,1,3,ari_stability_quant,2,1.0,False,False,0.7721637505422639
embed_dim,10,1.0,1,3,ari_stability_quant,3,1.0,True,True,1.0
embed_dim,10,1.0,1,3,ari_stability_quant,4,0.9494833375169975,False,False,0.6104672527130479
embed_dim,10,1.0,1,3,ari_stability_quant,5,0.7538405077465822,False,False,0.6254355063038648
embed_dim,10,1.0,1,3,ari_stability_quant,6,0.8475013091602085,False,False,0.45704951962360496
embed_dim,10,1.0,1,3,ari_stability_quant,7,0.9456866213835289,False,False,0.44234351538594274
embed_dim,10,1.0,1,3,consensus_ce_stability,2,0.9999999999586945,True,False,0.7721637505422639
embed_dim,10,1.0,1,3,consensus_ce_stability,3,0.9999999999586944,False,True,1.0
embed_dim,10,1.0,1,3,consensus_ce_stability,4,0.9145688953812356,False,False,0.6104672527130479
embed_dim,10,1.0,1,3,consensus_ce_stability,5,0.8198271026527318,False,False,0.6254355063038648
embed_dim,10,1.0,1,3,consensus_ce_stability,6,0.8871543780286033,False,False,0.45704951962360496
embed_dim,10,1.0,1,3,consensus_ce_stability,7,0.9660992501368421,False,False,0.44234351538594274
embed_dim,10,1.0,1,3,consensus_gini_stability,2,1.0,True,False,0.7721637505422639
embed_dim,10,1.0,1,3,consensus_gini_stability,3,1.0,False,True,1.0
embed_dim,10,1.0,1,3,consensus_gini_stability,4,0.9360570175680119,False,False,0.6104672527130479
embed_dim,10,1.0,1,3,consensus_gini_stability,5,0.8340261476780135,False,False,0.6254355063038648
embed_dim,10,1.0,1,3,consensus_gini_stability,6,0.8974161316131297,False,False,0.45704951962360496
embed_dim,10,1.0,1,3,consensus_gini_stability,7,0.9713424696068257,False,False,0.44234351538594274
embed_dim,10,1.0,1,3,consensus_pac_stability,2,1.0,True,False,0.7721637505422639
embed_dim,10,1.0,1,3,consensus_pac_stability,3,1.0,False,True,1.0
embed_dim,10,1.0,1,3,consensus_pac_stability,4,0.8411943887775551,False,False,0.6104672527130479
embed_dim,10,1.0,1,3,consensus_pac_stability,5,0.7935551102204409,False,False,0.6254355063038648
embed_dim,10,1.0,1,3,consensus_pac_stability,6,0.8651623246492985,False,False,0.45704951962360496
embed_dim,10,1.0,1,3,consensus_pac_stability,7,0.9496272545090181,False,False,0.44234351538594274
embed_dim,10,1.0,1,3,misclassification_generalizability,2,1.0,True,False,0.7721637505422639
embed_dim,10,1.0,1,3,misclassification_generalizability,3,0.9903301959569448,False,True,1.0
embed_dim,10,1.0,1,3,misclassification_generalizability,4,0.8934404270519964,False,False,0.615581603729879
embed_dim,10,1.0,1,3,misclassification_generalizability,5,0.7486786295764529,False,False,0.6809632036544189
embed_dim,10,1.0,1,3,misclassification_generalizability,6,0.8253883216932258,False,False,0.4561342653584071
embed_dim,10,1.0,1,3,misclassification_generalizability,7,0.8884469237067305,False,False,0.4440405225767545
embed_dim,10,1.0,1,3,silhouette,2,0.5528035841083466,False,False,0.7721637505422639
embed_dim,10,1.0,1,3,silhouette,3,0.619960194759123,True,True,1.0
embed_dim,10,1.0,1,3,silhouette,4,0.4982585529678788,False,False,0.6104672527130479
embed_dim,10,1.0,1,3,silhouette,5,0.5255049858122459,False,False,0.5171731022347743
embed_dim,10,1.0,1,3,silhouette,6,0.5196258993452598,False,False,0.4565582140529295
embed_dim,10,1.0,1,3,silhouette,7,0.5275980591835255,False,False,0.4425260176088526
embed_dim,10,1.0,1,3,gap,2,0.7266125628770599,False,False,0.7721637505422639
embed_dim,10,1.0,1,3,gap,3,1.1511918217960586,False,True,1.0
embed_dim,10,1.0,1,3,gap,4,1.204407884644172,False,False,0.6104672527130479
embed_dim,10,1.0,1,3,gap,5,1.3014415148256804,False,False,0.5171731022347743
embed_dim,10,1.0,1,3,gap,6,1.777006743677986,False,False,0.4565582140529295
embed_dim,10,1.0,1,3,gap,7,2.028692935735922,True,False,0.4425260176088526
embed_dim,10,1.0,1,3,davies_bouldin,2,0.5849206961047204,False,False,0.7721637505422639
embed_dim,10,1.0,1,3,davies_bouldin,3,0.5861242138533433,False,True,1.0
embed_dim,10,1.0,1,3,davies_bouldin,4,0.5316334607455528,False,False,0.6104672527130479
embed_dim,10,1.0,1,3,davies_bouldin,5,0.5471583495884735,False,False,0.5171731022347743
embed_dim,10,1.0,1,3,davies_bouldin,6,0.5901888729543816,False,False,0.4565582140529295
embed_dim,10,1.0,1,3,davies_bouldin,7,0.5958957906194736,True,False,0.4425260176088526
embed_dim,10,1.0,1,3,calinski_harabasz,2,592.0206004509345,False,False,0.7721637505422639
embed_dim,10,1.0,1,3,calinski_harabasz,3,667.2825272466292,False,True,1.0
embed_dim,10,1.0,1,3,calinski_harabasz,4,513.231449116211,False,False,0.6104672527130479
embed_dim,10,1.0,1,3,calinski_harabasz,5,459.0954704930391,False,False,0.5171731022347743
embed_dim,10,1.0,1,3,calinski_harabasz,6,675.2709374375924,False,False,0.4565582140529295
embed_dim,10,1.0,1,3,calinski_harabasz,7,773.2488419141071,True,False,0.4425260176088526
embed_dim,10,1.0,2,3,ari_generalizability,2,0.4405748814066683,False,False,0.7135696014323462
embed_dim,10,1.0,2,3,ari_generalizability,3,0.8507114681873935,False,True,0.9863405655954683
embed_dim,10,1.0,2,3,ari_generalizability,4,0.7398510876860667,False,False,0.6726646552093442
embed_dim,10,1.0,2,3,ari_generalizability,5,0.8864747270118961,True,False,0.6960148636674052
embed_dim,10,1.0,2,3,ari_generalizability,6,0.8554329342691334,False,False,0.6739270326837297
embed_dim,10,1.0,2,3,ari_generalizability,7,0.7743120138951173,False,False,0.4167695032169858
embed_dim,10,1.0,2,3,ari_generalizability_1se,2,0.4405748814066683,False,False,0.7135696014323462
embed_dim,10,1.0,2,3,ari_generalizability_1se,3,0.8507114681873935,False,True,0.9863405655954683
embed_dim,10,1.0,2,3,ari_generalizability_1se,4,0.7398510876860667,False,False,0.6726646552093442
embed_dim,10,1.0,2,3,ari_generalizability_1se,5,0.8864747270118961,True,False,0.6960148636674052
