axis_name,axis_value,baseline_ari,dataset_iteration,true_k,metric_name,k,metric_value,is_optimal,is_correct,metric_ari
p,10,0.9851908123903023,0,3,ari_generalizability,2,0.8793735454019767,False,False,0.8200629055474905
p,10,0.9851908123903023,0,3,ari_generalizability,3,0.91399749217694,True,True,0.967617898739906
p,10,0.9851908123903023,0,3,ari_generalizability,4,0.7687929781655213,False,False,0.658445506793572
p,10,0.9851908123903023,0,3,ari_generalizability,5,0.6358135083894377,False,False,0.5273937659866261
p,10,0.9851908123903023,0,3,ari_generalizability,6,0.49780061175203344,False,False,0.41487890405937977
p,10,0.9851908123903023,0,3,ari_generalizability,7,0.4447052223694287,False,False,0.4156344898147356
p,10,0.9851908123903023,0,3,ari_generalizability_1se,2,0.8793735454019767,False,False,0.8200629055474905
p,10,0.9851908123903023,0,3,ari_generalizability_1se,3,0.91399749217694,True,True,0.967617898739906
p,10,0.9851908123903023,0,3,ari_generalizability_1se,4,0.7687929781655213,False,False,0.658445506793572
p,10,0.9851908123903023,0,3,ari_generalizability_1se,5,0.6358135083894377,False,False,0.5273937659866261
p,10,0.9851908123903023,0,3,ari_generalizability_1se,6,0.49780061175203344,False,False,0.41487890405937977
p,10,0.9851908123903023,0,3,ari_generalizability_1se,7,0.4447052223694287,False,False,0.4156344898147356
p,10,0.9851908123903023,0,3,ari_generalizability_quant,2,0.8793735454019767,False,False,0.8200629055474905
p,10,0.9851908123903023,0,3,ari_generalizability_quant,3,0.91399749217694,False,True,0.967617898739906
p,10,0.9851908123903023,0,3,ari_generalizability_quant,4,0.7687929781655213,False,False,0.658445506793572
p,10,0.9851908123903023,0,3,ari_generalizability_quant,5,0.6358135083894377,True,False,0.5273937659866261
p,10,0.9851908123903023,0,3,ari_generalizability_quant,6,0.49780061175203344,False,False,0.41487890405937977
p,10,0.9851908123903023,0,3,ari_generalizability_quant,7,0.4447052223694287,False,False,0.4156344898147356
p,10,0.9851908123903023,0,3,ari_stability,2,0.9825750066939457,False,False,0.8323021225603264
p,10,0.9851908123903023,0,3,ari_stability,3,0.9965238261032794,True,True,0.9851908123903023
p,10,0.9851908123903023,0,3,ari_stability,4,0.9773238954627989,False,False,0.6779976532258531
p,10,0.9851908123903023,0,3,ari_stability,5,0.9266079746099501,False,False,0.5305934654789402
p,10,0.9851908123903023,0,3,ari_stability,6,0.730796789152837,False,False,0.4239018884069254
p,10,0.9851908123903023,0,3,ari_stability,7,0.6403097812792429,False,False,0.3831521372351613
p,10,0.9851908123903023,0,3,ari_stability_1se,2,0.9825750066939457,False,False,0.8323021225603264
