difficulty,metric_name,true_k,k,metric_value,is_optimal,is_correct,dataset_id
0,ari_stability,3,2,0.540843367911717,False,False,0
0,ari_stability,3,3,0.8827823083247417,True,True,0
0,ari_stability,3,4,0.7317058999919768,False,False,0
0,ari_stability,3,5,0.6121681329220618,False,False,0
0,ari_stability,3,6,0.5221216569903144,False,False,0
0,ari_stability,3,7,0.4801695859642937,False,False,0
0,ari_generalizability,3,2,0.3575731669405486,False,False,0
0,ari_generalizability,3,3,0.8447394005634944,True,True,0
0,ari_generalizability,3,4,0.6884075938610563,False,False,0
0,ari_generalizability,3,5,0.5532968630285674,False,False,0
0,ari_generalizability,3,6,0.46510279715896535,False,False,0
0,ari_generalizability,3,7,0.4109798814714567,False,False,0
0,ari_stability_1se,3,2,0.540843367911717,False,False,0
0,ari_stability_1se,3,3,0.8827823083247417,True,True,0
0,ari_stability_1se,3,4,0.7317058999919768,False,False,0
0,ari_stability_1se,3,5,0.6121681329220618,False,False,0
0,ari_stability_1se,3,6,0.5221216569903144,False,False,0
0,ari_stability_1se,3,7,0.4801695859642937,False,False,0
0,ari_generalizability_1se,3,2,0.3575731669405486,False,False,0
0,ari_generalizability_1se,3,3,0.8447394005634944,True,True,0
0,ari_generalizability_1se,3,4,0.6884075938610563,False,False,0
0,ari_generalizability_1se,3,5,0.5532968630285674,False,False,0
0,ari_generalizability_1se,3,6,0.46510279715896535,False,False,0
0,ari_generalizability_1se,3,7,0.4109798814714567,False,False,0
0,consensus_pac_stability,3,2,0.4889218436873748,False,False,0
0,consensus_pac_stability,3,3,0.8428537074148297,True,True,0
0,consensus_pac_stability,3,4,0.6751182364729459,False,False,0
0,consensus_pac_stability,3,5,0.6368336673346693,False,False,0
0,consensus_pac_stability,3,6,0.6356953907815631,False,False,0
0,consensus_pac_stability,3,7,0.6453707414829659,False,False,0
0,silhouette,3,2,0.39881299281813426,False,False,0
0,silhouette,3,3,0.41774449506567946,True,True,0
0,silhouette,3,4,0.3392777856065119,False,False,0
0,silhouette,3,5,0.2504889488796969,False,False,0
0,silhouette,3,6,0.15267046891035313,False,False,0
0,silhouette,3,7,0.15777574939478467,False,False,0
0,gap,3,2,0.6072070074080553,False,False,0
0,gap,3,3,0.7503593369023083,True,True,0
0,gap,3,4,0.7255244171565627,False,False,0
0,gap,3,5,0.698774502214671,False,False,0
0,gap,3,6,0.680096136839671,False,False,0
0,gap,3,7,0.6575697715105449,False,False,0
0,ari_stability,4,2,0.929100294299526,True,False,0
0,ari_stability,4,3,0.9216998923435183,False,False,0
0,ari_stability,4,4,0.882871445739278,False,True,0
0,ari_stability,4,5,0.786417018119961,False,False,0
0,ari_stability,4,6,0.7026005384948623,False,False,0
0,ari_stability,4,7,0.6386929403650428,False,False,0
0,ari_generalizability,4,2,0.8409786407126079,True,False,0
0,ari_generalizability,4,3,0.8392006197106864,False,False,0
0,ari_generalizability,4,4,0.83884873838117,False,True,0
0,ari_generalizability,4,5,0.7513089966067666,False,False,0
0,ari_generalizability,4,6,0.6630176160388094,False,False,0
