axis_name,axis_value,dataset_iteration,true_k,n,p,B,n_jobs,n_test_ks,estimator,t_carve_sec_s,t_carve_sec_g,t_carve_per_k_sec_s,t_carve_per_k_sec_g
embed_dim,214,17,3,500,214,20,10,6,spectral,2.513859207974747,10.560749042022508,0.4189765346624578,1.7601248403370846
embed_dim,214,18,3,500,214,20,10,6,spectral,2.526825374981854,10.740233750024345,0.4211375624969757,1.7900389583373908
embed_dim,214,19,3,500,214,20,10,6,spectral,2.513085625017993,10.503521750040818,0.41884760416966554,1.7505869583401363
embed_dim,214,0,4,500,214,20,10,6,spectral,2.646921624953393,11.392060542013496,0.4411536041588988,1.8986767570022494
embed_dim,214,1,4,500,214,20,10,6,spectral,2.628283708007075,11.326736707997043,0.4380472846678458,1.8877894513328404
embed_dim,214,2,4,500,214,20,10,6,spectral,2.6126213329844177,11.23868383403169,0.4354368888307363,1.873113972338615
embed_dim,214,3,4,500,214,20,10,6,spectral,2.628960707981605,11.158032208972145,0.43816011799693416,1.8596720348286908
embed_dim,214,4,4,500,214,20,10,6,spectral,2.5530785000300966,11.370301874994766,0.4255130833383494,1.8950503124991276
embed_dim,214,5,4,500,214,20,10,6,spectral,2.590018291026354,11.344897459028289,0.43166971517105895,1.8908162431713815
embed_dim,214,6,4,500,214,20,10,6,spectral,2.684657374978997,11.42824516701512,0.4474428958298328,1.9047075278358534
embed_dim,214,7,4,500,214,20,10,6,spectral,2.5795567500172183,11.411731500003953,0.4299261250028697,1.9019552500006587
embed_dim,214,8,4,500,214,20,10,6,spectral,2.6295135829714127,11.092067749996204,0.4382522638285688,1.8486779583327007
