axis_name,axis_value,dataset_iteration,true_k,n,p,B,n_jobs,n_test_ks,estimator,t_carve_sec_s,t_carve_sec_g,t_carve_per_k_sec_s,t_carve_per_k_sec_g
n_total,100,0,3,100,50,20,10,6,kmeans,0.8734927500190679,8.021616415993776,0.145582125003178,1.336936069332296
n_total,100,1,3,100,50,20,10,6,kmeans,0.9229690000065602,7.600197332998505,0.15382816666776003,1.2666995554997509
n_total,100,2,3,100,50,20,10,6,kmeans,0.9985617080237716,7.677235082985135,0.16642695133729526,1.2795391804975225
n_total,100,3,3,100,50,20,10,6,kmeans,0.8466379579913337,7.508897124993382,0.14110632633188894,1.2514828541655636
n_total,100,4,3,100,50,20,10,6,kmeans,0.8960924999846611,7.514121750020422,0.14934874999744352,1.2523536250034037
n_total,100,5,3,100,50,20,10,6,kmeans,0.8517946249921806,7.231307250011014,0.1419657708320301,1.2052178750018356
n_total,100,6,3,100,50,20,10,6,kmeans,0.9129655410069972,7.4808910000137985,0.1521609235011662,1.2468151666689664
n_total,100,7,3,100,50,20,10,6,kmeans,0.8798186249914579,7.181523833016399,0.14663643749857633,1.1969206388360665
n_total,100,8,3,100,50,20,10,6,kmeans,0.8987861249770503,7.371119125018595,0.14979768749617506,1.2285198541697657
n_total,100,9,3,100,50,20,10,6,kmeans,0.8421092079952359,7.491510958003346,0.14035153466587266,1.2485851596672244
n_total,100,10,3,100,50,20,10,6,kmeans,0.8092155419872142,7.573899290990084,0.13486925699786903,1.2623165484983474
n_total,100,11,3,100,50,20,10,6,kmeans,0.8995768340246286,7.309120082994923,0.1499294723374381,1.218186680499154
n_total,100,12,3,100,50,20,10,6,kmeans,0.8640499580069445,7.220068750000792,0.14400832633449076,1.2033447916667985
n_total,100,13,3,100,50,20,10,6,kmeans,0.9065501659933943,7.4842461660155095,0.15109169433223238,1.247374361002585
n_total,100,14,3,100,50,20,10,6,kmeans,0.8790367920009885,7.491455332987243,0.14650613200016474,1.2485758888312073
n_total,100,15,3,100,50,20,10,6,kmeans,0.894982333004009,7.627853957994375,0.14916372216733484,1.2713089929990626
n_total,100,16,3,100,50,20,10,6,kmeans,0.880769750016043,7.464485083997715,0.14679495833600717,1.2440808473329525
n_total,100,17,3,100,50,20,10,6,kmeans,0.8556772079900838,7.274542667000787,0.1426128679983473,1.2124237778334646
n_total,100,18,3,100,50,20,10,6,kmeans,0.9047969999955967,7.544140832993435,0.15079949999926612,1.2573568054989057
n_total,100,19,3,100,50,20,10,6,kmeans,0.8720081250066869,7.441047333006281,0.14533468750111447,1.2401745555010468
n_total,100,0,4,100,50,20,10,6,kmeans,0.8375568749906961,7.266416250000475,0.13959281249844935,1.2110693750000792
n_total,100,1,4,100,50,20,10,6,kmeans,0.8522931250045076,7.393885291996412,0.14204885416741794,1.2323142153327353
