embed_dim,true_k,dataset_id,n,p,B,n_jobs,n_test_ks,model,t_carve_sec,t_carve_per_k_sec,t_external_sec
322,3,15,500,322,20,10,6,spectral,11.75581787491683,1.959302979152805,1.5137321250513196
322,4,15,500,322,20,10,6,spectral,12.087856500060298,2.0146427500100494,1.598667124984786
322,5,15,500,322,20,10,6,spectral,12.69929125008639,2.1165485416810648,1.5903227080125362
322,6,15,500,322,20,10,6,spectral,12.696892375010066,2.1161487291683443,1.698272250010632
322,3,16,500,322,20,10,6,spectral,12.698977875057608,2.1164963125096015,1.5625954999122769
322,4,16,500,322,20,10,6,spectral,12.69141312490683,2.115235520817805,1.5513881660299376
322,5,16,500,322,20,10,6,spectral,12.10758274991531,2.0179304583192184,1.8903347090817988
322,6,16,500,322,20,10,6,spectral,12.581316499970853,2.0968860833284757,1.8663095419760793
322,3,17,500,322,20,10,6,spectral,11.850566791021265,1.975094465170211,1.6924168330151588
322,4,17,500,322,20,10,6,spectral,11.947614999953657,1.9912691666589428,1.6205145419808105
322,5,17,500,322,20,10,6,spectral,12.202228250098415,2.033704708349736,1.590225666994229
322,6,17,500,322,20,10,6,spectral,12.17009525001049,2.0283492083350816,1.5665274169296026
322,3,18,500,322,20,10,6,spectral,11.438239666982554,1.9063732778304256,1.4266232500085607
322,4,18,500,322,20,10,6,spectral,11.691555500030518,1.9485925833384197,1.4362576249986887
322,5,18,500,322,20,10,6,spectral,11.844509999966249,1.9740849999943748,1.5645675000268966
322,6,18,500,322,20,10,6,spectral,12.56547812500503,2.0942463541675047,1.7628482920117676
322,3,19,500,322,20,10,6,spectral,11.588788416935131,1.9314647361558552,1.456272792071104
322,4,19,500,322,20,10,6,spectral,11.503060957998969,1.9171768263331614,1.5057745409430936
322,5,19,500,322,20,10,6,spectral,11.860282916924916,1.976713819487486,1.563874291954562
322,6,19,500,322,20,10,6,spectral,12.079677417059429,2.013279569509905,1.686082624946721
438,3,0,500,438,20,10,6,spectral,12.009594124974683,2.0015990208291137,1.5871331669623032
438,4,0,500,438,20,10,6,spectral,12.054639791022055,2.009106631837009,1.6299405420431867
438,5,0,500,438,20,10,6,spectral,12.415445542079397,2.0692409236798994,1.5842256660107523
438,6,0,500,438,20,10,6,spectral,12.907505458104424,2.151250909684071,1.6371388749685138
438,3,1,500,438,20,10,6,spectral,11.977880374994129,1.996313395832355,1.5152074579382315
438,4,1,500,438,20,10,6,spectral,12.089057125034742,2.014842854172457,1.5486604580655694
438,5,1,500,438,20,10,6,spectral,12.564036834053695,2.094006139008949,1.6507344170240685
438,6,1,500,438,20,10,6,spectral,12.601735207950696,2.100289201325116,1.6283374589402229
438,3,2,500,438,20,10,6,spectral,11.835784125025384,1.9726306875042308,1.4744597499957308
438,4,2,500,438,20,10,6,spectral,11.820669375010766,1.9701115625017944,1.534326042048633
438,5,2,500,438,20,10,6,spectral,12.501988791045733,2.083664798507622,1.6818554589990526
438,6,2,500,438,20,10,6,spectral,12.886862042010762,2.147810340335127,1.729662958998233
438,3,3,500,438,20,10,6,spectral,12.213184708030894,2.0355307846718156,1.4979490829864517
438,4,3,500,438,20,10,6,spectral,12.151365750003606,2.025227625000601,1.5885366660077125
438,5,3,500,438,20,10,6,spectral,12.596548708039336,2.099424784673223,1.6171937910839915
438,6,3,500,438,20,10,6,spectral,13.138770750025287,2.1897951250042147,1.888825999922119
438,3,4,500,438,20,10,6,spectral,12.29280033300165,2.048800055500275,1.4487650420051068
438,4,4,500,438,20,10,6,spectral,12.25687779195141,2.042812965325235,1.56490883405786
438,5,4,500,438,20,10,6,spectral,12.825121833011508,2.137520305501918,1.6660385000286624
438,6,4,500,438,20,10,6,spectral,13.030799000058323,2.1717998333430537,1.638413209002465
438,3,5,500,438,20,10,6,spectral,11.859384541050531,1.9765640901750885,1.524696166976355
438,4,5,500,438,20,10,6,spectral,12.078697707969695,2.0131162846616157,1.5412449579453096
438,5,5,500,438,20,10,6,spectral,12.518949707970023,2.0864916179950037,1.619591666967608
438,6,5,500,438,20,10,6,spectral,13.817266625002958,2.302877770833826,1.9454158749431372
438,3,6,500,438,20,10,6,spectral,11.96654066699557,1.9944234444992617,1.6212626250926405
438,4,6,500,438,20,10,6,spectral,12.050535166985355,2.0084225278308927,1.6267270829994231
438,5,6,500,438,20,10,6,spectral,12.564133208012208,2.094022201335368,1.6614722919184715
438,6,6,500,438,20,10,6,spectral,13.73846899997443,2.2897448333290717,1.6755105840275064
438,3,7,500,438,20,10,6,spectral,11.919620541040786,1.9866034235067975,1.6013407920254394
438,4,7,500,438,20,10,6,spectral,12.235715333023109,2.0392858888371848,1.6500162919983268
438,5,7,500,438,20,10,6,spectral,12.487961999955587,2.081326999992598,1.6096262919018045
438,6,7,500,438,20,10,6,spectral,12.737796457950026,2.1229660763250044,1.767488667042926
438,3,8,500,438,20,10,6,spectral,11.93387954204809,1.9889799236746815,1.5630186670459807
438,4,8,500,438,20,10,6,spectral,11.90231562498957,1.983719270831595,1.6352260829880834
438,5,8,500,438,20,10,6,spectral,12.770610832958482,2.1284351388264136,1.6286720000207424
438,6,8,500,438,20,10,6,spectral,12.816428999998607,2.1360714999997676,1.7221293749753386
438,3,9,500,438,20,10,6,spectral,11.987207500031218,1.9978679166718696,1.5435287919826806
438,4,9,500,438,20,10,6,spectral,12.01730258401949,2.0028837640032484,1.5021443329751492
438,5,9,500,438,20,10,6,spectral,13.450204459019005,2.2417007431698344,1.7599437920143828
438,6,9,500,438,20,10,6,spectral,14.997236041002907,2.4995393401671513,1.8412377079948783
438,3,10,500,438,20,10,6,spectral,12.237130165915005,2.0395216943191676,1.5855280830292031
438,4,10,500,438,20,10,6,spectral,12.115525749977678,2.0192542916629463,1.5236323330318555
438,5,10,500,438,20,10,6,spectral,12.561789375031367,2.093631562505228,1.6813828750746325
438,6,10,500,438,20,10,6,spectral,12.741263124975376,2.1235438541625626,1.6842029589461163
438,3,11,500,438,20,10,6,spectral,11.936481790966354,1.9894136318277258,1.4519344589207321
438,4,11,500,438,20,10,6,spectral,12.418034167028964,2.069672361171494,1.566045208950527
438,5,11,500,438,20,10,6,spectral,12.721761875087395,2.1202936458478994,1.5933300839969888
438,6,11,500,438,20,10,6,spectral,12.736431624973193,2.122738604162199,1.6353709999239072
438,3,12,500,438,20,10,6,spectral,11.883609666954726,1.980601611159121,1.607290790998377
438,4,12,500,438,20,10,6,spectral,12.569520832970738,2.0949201388284564,1.6264684590278193
438,5,12,500,438,20,10,6,spectral,13.401879666023888,2.2336466110039814,1.811003917013295
438,6,12,500,438,20,10,6,spectral,14.386365875019692,2.3977276458366155,1.7501671670470387
438,3,13,500,438,20,10,6,spectral,12.786846750066616,2.1311411250111028,1.5492584999883547
438,4,13,500,438,20,10,6,spectral,12.155021083075553,2.0258368471792587,1.8661674580071121
438,5,13,500,438,20,10,6,spectral,14.026281791971996,2.337713631995333,1.6878144999500364
438,6,13,500,438,20,10,6,spectral,13.03706362505909,2.1728439375098483,1.7201623340370134
438,3,14,500,438,20,10,6,spectral,12.248645124956965,2.0414408541594944,1.5916437089908868
438,4,14,500,438,20,10,6,spectral,12.208506666007452,2.034751111001242,1.7604911669623107
438,5,14,500,438,20,10,6,spectral,12.870001041912474,2.145000173652079,1.6042442499892786
438,6,14,500,438,20,10,6,spectral,12.898407667060383,2.1497346111767306,1.683336874935776
438,3,15,500,438,20,10,6,spectral,11.952378792106174,1.9920631320176956,1.5421370830154046
438,4,15,500,438,20,10,6,spectral,12.047183292103,2.007863882017167,1.5179464160464704
438,5,15,500,438,20,10,6,spectral,12.560991000034846,2.0934985000058077,1.623128707986325
438,6,15,500,438,20,10,6,spectral,12.691110209096223,2.1151850348493704,1.727203082991764
438,3,16,500,438,20,10,6,spectral,12.141057958011515,2.0235096596685858,1.4865172089776024
438,4,16,500,438,20,10,6,spectral,12.182682999991812,2.030447166665302,1.5583867500536144
438,5,16,500,438,20,10,6,spectral,12.498426167061552,2.083071027843592,1.75560112495441
438,6,16,500,438,20,10,6,spectral,12.944458040990867,2.157409673498478,1.6987633749376982
438,3,17,500,438,20,10,6,spectral,12.085093250032514,2.0141822083387524,1.4515890839975327
438,4,17,500,438,20,10,6,spectral,12.121843457920477,2.020307242986746,1.6294843750074506
438,5,17,500,438,20,10,6,spectral,12.731484916061163,2.1219141526768603,1.6093348329886794
438,6,17,500,438,20,10,6,spectral,12.761895083007403,2.1269825138345673,1.68062058405485
438,3,18,500,438,20,10,6,spectral,12.031175832962617,2.005195972160436,1.5205086669884622
438,4,18,500,438,20,10,6,spectral,12.112198333023116,2.018699722170519,1.7096058750757948
438,5,18,500,438,20,10,6,spectral,12.473231417010538,2.0788719028350897,1.6080269169760868
438,6,18,500,438,20,10,6,spectral,12.837126832921058,2.1395211388201765,1.668372999993153
438,3,19,500,438,20,10,6,spectral,11.853345582960173,1.975557597160029,1.547697625006549
438,4,19,500,438,20,10,6,spectral,12.08987733302638,2.0149795555043966,1.4715317920781672
438,5,19,500,438,20,10,6,spectral,12.726098707993515,2.1210164513322525,1.6212808329146355
438,6,19,500,438,20,10,6,spectral,12.956751124933362,2.159458520822227,1.6509215830592439
597,3,0,500,597,20,10,6,spectral,12.564477458014153,2.0940795763356923,1.5731512499041855
597,4,0,500,597,20,10,6,spectral,12.751451166928746,2.125241861154791,1.6364189999876544
597,5,0,500,597,20,10,6,spectral,13.232587459031492,2.2054312431719154,1.7742239999352023
597,6,0,500,597,20,10,6,spectral,13.868985083070584,2.3114975138450973,1.8965915410080925
597,3,1,500,597,20,10,6,spectral,12.794649124960415,2.132441520826736,1.5659239169908687
597,4,1,500,597,20,10,6,spectral,12.76076724997256,2.1267945416620933,1.6069057919085026
597,5,1,500,597,20,10,6,spectral,13.254413333022967,2.209068888837161,1.6502545420080423
597,6,1,500,597,20,10,6,spectral,13.37269341701176,2.2287822361686267,1.6623090410139412
597,3,2,500,597,20,10,6,spectral,12.631346750073135,2.1052244583455226,1.7777223750017583
597,4,2,500,597,20,10,6,spectral,12.772128999931738,2.1286881666552895,1.7175932910759002
597,5,2,500,597,20,10,6,spectral,13.157097707968205,2.192849617994701,1.6828749999403954
597,6,2,500,597,20,10,6,spectral,13.562779749976471,2.260463291662745,1.8138777089770883
597,3,3,500,597,20,10,6,spectral,12.478180749923922,2.079696791653987,1.5750913330120966
597,4,3,500,597,20,10,6,spectral,12.825992292026058,2.137665382004343,1.6185656249290332
597,5,3,500,597,20,10,6,spectral,13.268678834079765,2.2114464723466276,1.8483081670710817
597,6,3,500,597,20,10,6,spectral,14.486873292014934,2.414478882002489,2.198324916069396
597,3,4,500,597,20,10,6,spectral,13.866388333030045,2.311064722171674,1.5659104159567505
597,4,4,500,597,20,10,6,spectral,12.917466041981243,2.1529110069968738,1.6698265419108793
597,5,4,500,597,20,10,6,spectral,13.391102875000797,2.2318504791667997,1.8271012919722125
597,6,4,500,597,20,10,6,spectral,13.869682249962352,2.3116137083270587,2.023757457965985
597,3,5,500,597,20,10,6,spectral,12.473702750052325,2.0789504583420544,1.6488387079443783
597,4,5,500,597,20,10,6,spectral,13.021477708010934,2.170246284668489,1.8470532080391422
597,5,5,500,597,20,10,6,spectral,13.096416832995601,2.1827361388326003,1.713450666051358
597,6,5,500,597,20,10,6,spectral,13.519017333979718,2.2531695556632862,1.7253960000816733
597,3,6,500,597,20,10,6,spectral,12.581861624959856,2.0969769374933094,1.5707143329782411
597,4,6,500,597,20,10,6,spectral,12.635390041046776,2.1058983401744626,1.7544072080636397
597,5,6,500,597,20,10,6,spectral,13.34298299998045,2.2238304999967418,1.707910874974914
597,6,6,500,597,20,10,6,spectral,13.510591041995212,2.2517651736658686,1.743779250071384
597,3,7,500,597,20,10,6,spectral,12.54894029092975,2.0914900484882915,1.6052713330136612
597,4,7,500,597,20,10,6,spectral,12.872175541007891,2.145362590167982,1.683331249980256
597,5,7,500,597,20,10,6,spectral,13.341931749950163,2.2236552916583605,1.713767083012499
597,6,7,500,597,20,10,6,spectral,13.60566754208412,2.26761125701402,1.7295568330446258
597,3,8,500,597,20,10,6,spectral,13.031237083021551,2.1718728471702584,1.705924917012453
597,4,8,500,597,20,10,6,spectral,12.72128529206384,2.120214215343973,1.7163207499543205
597,5,8,500,597,20,10,6,spectral,13.416169375064783,2.236028229177464,1.6643219590187073
597,6,8,500,597,20,10,6,spectral,13.671886416035704,2.2786477360059507,1.950285290949978
597,3,9,500,597,20,10,6,spectral,12.84561487508472,2.1409358125141202,1.900585166993551
597,4,9,500,597,20,10,6,spectral,14.024729124968871,2.3374548541614786,1.97730824991595
597,5,9,500,597,20,10,6,spectral,13.835520749911666,2.3059201249852777,2.0124265829799697
597,6,9,500,597,20,10,6,spectral,13.7895007499028,2.2982501249838,1.8534544580616057
597,3,10,500,597,20,10,6,spectral,12.906652708072215,2.1511087846787027,1.8053612500661984
597,4,10,500,597,20,10,6,spectral,12.89263400004711,2.148772333341185,1.597166166990064
597,5,10,500,597,20,10,6,spectral,13.217644957941957,2.2029408263236596,1.690268374979496
597,6,10,500,597,20,10,6,spectral,13.771689541987143,2.2952815903311907,1.8116294579813257
597,3,11,500,597,20,10,6,spectral,12.60641408408992,2.101069014014987,1.7108138330513611
597,4,11,500,597,20,10,6,spectral,12.86331699998118,2.14388616666353,1.581623459002003
597,5,11,500,597,20,10,6,spectral,13.375310166040435,2.229218361006739,1.8202346250182018
597,6,11,500,597,20,10,6,spectral,13.490314375027083,2.2483857291711806,1.7936414579162374
597,3,12,500,597,20,10,6,spectral,12.737416958087124,2.122902826347854,1.6504188749240711
597,4,12,500,597,20,10,6,spectral,12.895726416958496,2.1492877361597493,1.8158453749492764
597,5,12,500,597,20,10,6,spectral,14.10396420804318,2.35066070134053,1.7581810830160975
597,6,12,500,597,20,10,6,spectral,13.494144459022209,2.2490240765037015,1.789362958050333
597,3,13,500,597,20,10,6,spectral,12.828551250044256,2.138091875007376,1.6392179999966174
597,4,13,500,597,20,10,6,spectral,12.72603108396288,2.12100518066048,1.7614225000143051
597,5,13,500,597,20,10,6,spectral,13.34045966702979,2.223409944504965,1.6173080829903483
597,6,13,500,597,20,10,6,spectral,13.766263000085019,2.2943771666808366,1.7896915000164881
597,3,14,500,597,20,10,6,spectral,12.69561583304312,2.1159359721738533,1.6372639170149341
597,4,14,500,597,20,10,6,spectral,12.802651125006378,2.133775187501063,1.7467911670682952
597,5,14,500,597,20,10,6,spectral,13.484514084062539,2.2474190140104233,1.7770120829809457
597,6,14,500,597,20,10,6,spectral,14.423205125029199,2.4038675208381997,1.795950667001307
597,3,15,500,597,20,10,6,spectral,12.559035124955699,2.09317252082595,1.6479476250242442
597,4,15,500,597,20,10,6,spectral,12.737093708012253,2.1228489513353757,1.646894208039157
597,5,15,500,597,20,10,6,spectral,13.254180166055448,2.209030027675908,1.7372552920132875
597,6,15,500,597,20,10,6,spectral,13.442509707994759,2.240418284665793,1.728796000010334
597,3,16,500,597,20,10,6,spectral,12.553849666961469,2.0923082778269113,1.7251935420790687
597,4,16,500,597,20,10,6,spectral,13.426415125024505,2.237735854170751,1.7951631660107523
597,5,16,500,597,20,10,6,spectral,14.851062375004403,2.475177062500734,1.8897920419694856
597,6,16,500,597,20,10,6,spectral,15.398927583009936,2.566487930501656,2.0303885830799118
597,3,17,500,597,20,10,6,spectral,14.407855958095752,2.401309326349292,1.8512618750100955
597,4,17,500,597,20,10,6,spectral,15.141199915902689,2.523533319317115,1.8598113340558484
597,5,17,500,597,20,10,6,spectral,14.42436395806726,2.4040606596778766,1.9133036669809371
597,6,17,500,597,20,10,6,spectral,14.364893708960153,2.3941489514933587,1.9810834160307422
597,3,18,500,597,20,10,6,spectral,13.333357999916188,2.2222263333193646,1.762931999983266
597,4,18,500,597,20,10,6,spectral,13.639709291048348,2.2732848818413913,1.6879009999101982
597,5,18,500,597,20,10,6,spectral,13.948648666031659,2.324774777671943,1.7923320840345696
597,6,18,500,597,20,10,6,spectral,14.422873415984213,2.403812235997369,1.8207989590009674
597,3,19,500,597,20,10,6,spectral,13.835573666030541,2.3059289443384237,1.7697837919695303
597,4,19,500,597,20,10,6,spectral,16.776173958089203,2.796028993014867,3.0694905830314383
597,5,19,500,597,20,10,6,spectral,15.932708667009138,2.655451444501523,2.1757200000574812
597,6,19,500,597,20,10,6,spectral,14.518002041964792,2.419667006994132,1.8808642919175327
812,3,0,500,812,20,10,6,spectral,13.761049665976316,2.293508277662719,1.8343155001057312
812,4,0,500,812,20,10,6,spectral,14.073808541987091,2.3456347569978484,1.7766423750435933
812,5,0,500,812,20,10,6,spectral,14.521528625045903,2.420254770840984,1.88432983297389
812,6,0,500,812,20,10,6,spectral,15.123199832974933,2.5205333054958223,2.008502332959324
812,3,1,500,812,20,10,6,spectral,13.978822250035591,2.329803708339265,1.7663609579904005
812,4,1,500,812,20,10,6,spectral,14.06524179095868,2.34420696515978,1.9429973339429125
812,5,1,500,812,20,10,6,spectral,14.787387041957118,2.464564506992853,1.9767120420001447
812,6,1,500,812,20,10,6,spectral,15.06621645798441,2.511036076330735,1.9313240420306101
812,3,2,500,812,20,10,6,spectral,13.819371749996208,2.303228624999368,1.8622711669886485
812,4,2,500,812,20,10,6,spectral,14.035496499971487,2.3392494166619144,1.8851122499909252
812,5,2,500,812,20,10,6,spectral,14.733558833017014,2.455593138836169,1.8545796659309417
812,6,2,500,812,20,10,6,spectral,15.040700332960114,2.5067833888266855,1.9894470419967547
812,3,3,500,812,20,10,6,spectral,13.916059792041779,2.3193432986736298,1.8852393330307677
812,4,3,500,812,20,10,6,spectral,14.199771416024305,2.3666285693373843,1.8475641250843182
812,5,3,500,812,20,10,6,spectral,14.66695562505629,2.444492604176048,2.0076692089205608
812,6,3,500,812,20,10,6,spectral,15.118490790948272,2.5197484651580453,1.9749539999756962
812,3,4,500,812,20,10,6,spectral,14.160905209020711,2.3601508681701184,1.8415052089840174
812,4,4,500,812,20,10,6,spectral,14.63863095792476,2.4397718263207935,2.0233747080201283
812,5,4,500,812,20,10,6,spectral,16.348414334002882,2.7247357223338136,2.661240707966499
812,6,4,500,812,20,10,6,spectral,15.687023959006183,2.614503993167697,2.4486819999292493
812,3,5,500,812,20,10,6,spectral,14.053006000001915,2.342167666666986,2.089655958930962
812,4,5,500,812,20,10,6,spectral,14.68771587498486,2.44795264583081,2.157399500021711
812,5,5,500,812,20,10,6,spectral,14.949825207935646,2.491637534655941,2.3327097920700908
812,6,5,500,812,20,10,6,spectral,15.292832457926124,2.548805409654354,2.2952442499808967
812,3,6,500,812,20,10,6,spectral,14.178853749996051,2.3631422916660085,2.234758042031899
812,4,6,500,812,20,10,6,spectral,14.44168449996505,2.4069474166608416,2.181191249983385
812,5,6,500,812,20,10,6,spectral,15.072276833001524,2.5120461388335875,2.2739997919416055
812,6,6,500,812,20,10,6,spectral,15.372466583037749,2.562077763839625,2.204980165930465
812,3,7,500,812,20,10,6,spectral,14.26587495894637,2.3776458264910616,2.3231133749941364
812,4,7,500,812,20,10,6,spectral,14.501823542057537,2.4169705903429226,2.3583830839488655
812,5,7,500,812,20,10,6,spectral,14.978252958040684,2.4963754930067807,2.399696209002286
812,6,7,500,812,20,10,6,spectral,15.382214750046842,2.5637024583411403,2.470519832917489
812,3,8,500,812,20,10,6,spectral,14.122375209000893,2.353729201500149,2.2266726249363273
812,4,8,500,812,20,10,6,spectral,14.558440124965273,2.4264066874942123,2.2529289999511093
812,5,8,500,812,20,10,6,spectral,15.24498025001958,2.54083004166993,2.3039197920588776
812,6,8,500,812,20,10,6,spectral,15.392369749955833,2.5653949583259723,2.414798583020456
812,3,9,500,812,20,10,6,spectral,14.22365554200951,2.370609257001585,2.302085250033997
812,4,9,500,812,20,10,6,spectral,14.34168591699563,2.3902809861659384,2.1794790000421926
812,5,9,500,812,20,10,6,spectral,15.274449791992083,2.5457416319986805,2.113913999986835
812,6,9,500,812,20,10,6,spectral,15.495287582976744,2.582547930496124,2.271512083010748
812,3,10,500,812,20,10,6,spectral,14.216743082972243,2.369457180495374,2.2568915000883862
812,4,10,500,812,20,10,6,spectral,14.407339458935894,2.4012232431559823,2.262192958034575
812,5,10,500,812,20,10,6,spectral,14.783870375016704,2.463978395836117,2.236370667000301
812,6,10,500,812,20,10,6,spectral,15.33424458396621,2.5557074306610352,2.3572119580348954
812,3,11,500,812,20,10,6,spectral,14.32642258296255,2.387737097160425,2.1923519161064178
812,4,11,500,812,20,10,6,spectral,14.603422540938482,2.43390375682308,2.277439416036941
812,5,11,500,812,20,10,6,spectral,15.117124708020128,2.5195207846700214,2.2627305829664692
812,6,11,500,812,20,10,6,spectral,15.408820541924797,2.568136756987466,2.2543761659180745
812,3,12,500,812,20,10,6,spectral,14.252418417017907,2.3754030695029846,2.25364350003656
812,4,12,500,812,20,10,6,spectral,14.722873457940295,2.453812242990049,2.2253446669783443
812,5,12,500,812,20,10,6,spectral,15.039264749968424,2.5065441249947376,2.1586164160398766
812,6,12,500,812,20,10,6,spectral,15.319196457974613,2.5531994096624353,2.3096703339833766
812,3,13,500,812,20,10,6,spectral,14.547461667098105,2.424576944516351,2.1139279160415754
812,4,13,500,812,20,10,6,spectral,14.652355291997083,2.442059215332847,2.319866625010036
812,5,13,500,812,20,10,6,spectral,15.366386624984443,2.561064437497407,2.3832102910382673
812,6,13,500,812,20,10,6,spectral,15.605842291959561,2.6009737153265937,2.363690125057474
812,3,14,500,812,20,10,6,spectral,14.425323709030636,2.4042206181717725,2.2211682500783354
812,4,14,500,812,20,10,6,spectral,14.432751209009439,2.4054585348349065,2.2032142078969628
812,5,14,500,812,20,10,6,spectral,15.273033582954668,2.5455055971591114,2.1451556659303606
812,6,14,500,812,20,10,6,spectral,15.597531124949455,2.599588520824909,2.4421213330933824
812,3,15,500,812,20,10,6,spectral,14.27027941599954,2.3783799026665897,2.208483249996789
812,4,15,500,812,20,10,6,spectral,14.499708499992266,2.4166180833320445,2.1306272079236805
812,5,15,500,812,20,10,6,spectral,14.964976665913127,2.4941627776521877,2.232488540932536
812,6,15,500,812,20,10,6,spectral,15.350832624942996,2.558472104157166,2.075525459018536
812,3,16,500,812,20,10,6,spectral,14.056075916043483,2.3426793193405806,2.0618576670531183
812,4,16,500,812,20,10,6,spectral,14.447590333060361,2.407931722176727,2.004213082953356
812,5,16,500,812,20,10,6,spectral,14.876032250002027,2.479338708333671,2.037820791010745
812,6,16,500,812,20,10,6,spectral,15.009231166914105,2.5015385278190174,2.1977904160739854
812,3,17,500,812,20,10,6,spectral,14.263546083937399,2.3772576806562333,1.9980352910934016
812,4,17,500,812,20,10,6,spectral,14.377564708935097,2.396260784822516,1.988838833058253
812,5,17,500,812,20,10,6,spectral,15.302953041973524,2.550492173662254,2.1051102919736877
812,6,17,500,812,20,10,6,spectral,15.270835125003941,2.545139187500657,2.2141102500027046
812,3,18,500,812,20,10,6,spectral,14.17363566707354,2.3622726111789234,2.0118323750793934
812,4,18,500,812,20,10,6,spectral,14.356191249913536,2.392698541652256,2.0080049160169438
812,5,18,500,812,20,10,6,spectral,14.889167667017318,2.4815279445028864,2.1124112920369953
812,6,18,500,812,20,10,6,spectral,15.335501957917586,2.555916992986264,2.1543577910633758
812,3,19,500,812,20,10,6,spectral,14.068453667103313,2.344742277850552,1.994294959004037
812,4,19,500,812,20,10,6,spectral,14.2841640409315,2.380694006821917,1.8899977080291137
812,5,19,500,812,20,10,6,spectral,15.091072333045304,2.5151787221742175,2.114774415967986
812,6,19,500,812,20,10,6,spectral,15.066833375021815,2.5111388958369694,2.1403221669606864
1105,3,0,500,1105,20,10,6,spectral,15.261498540989123,2.5435830901648537,2.0012734160991386
1105,4,0,500,1105,20,10,6,spectral,15.189452416962013,2.531575402827002,2.3495512910885736
1105,5,0,500,1105,20,10,6,spectral,15.757334708003327,2.626222451333888,2.1184890419244766
1105,6,0,500,1105,20,10,6,spectral,16.36599562491756,2.7276659374862597,2.3013908750144765
1105,3,1,500,1105,20,10,6,spectral,15.230791041976772,2.5384651736627952,2.0975602089893073
1105,4,1,500,1105,20,10,6,spectral,15.142844708054326,2.5238074513423876,2.176411124994047
1105,5,1,500,1105,20,10,6,spectral,16.003041416057386,2.6671735693428977,2.2525983329396695
1105,6,1,500,1105,20,10,6,spectral,16.2824618750019,2.71374364583365,2.3342331669991836
1105,3,2,500,1105,20,10,6,spectral,14.888522542081773,2.4814204236802957,2.2060242079896852
1105,4,2,500,1105,20,10,6,spectral,15.109143916983157,2.5181906528305262,2.0246209159959108
1105,5,2,500,1105,20,10,6,spectral,15.811651666997932,2.6352752778329886,1.966618457925506
1105,6,2,500,1105,20,10,6,spectral,16.114369667018764,2.6857282778364606,2.0677917080465704
1105,3,3,500,1105,20,10,6,spectral,15.086784125072882,2.5144640208454803,1.8833188749849796
1105,4,3,500,1105,20,10,6,spectral,15.153392874985002,2.525565479164167,1.949128375039436
1105,5,3,500,1105,20,10,6,spectral,15.850895458948798,2.6418159098247997,2.215563916019164
1105,6,3,500,1105,20,10,6,spectral,16.251079833018593,2.7085133055030988,2.1005976248998195
1105,3,4,500,1105,20,10,6,spectral,15.10392016696278,2.51732002782713,2.008315999992192
1105,4,4,500,1105,20,10,6,spectral,15.237800874980167,2.5396334791633612,1.9874287089332938
1105,5,4,500,1105,20,10,6,spectral,16.035590167040937,2.6725983611734896,2.0643285419791937
1105,6,4,500,1105,20,10,6,spectral,16.502403541933745,2.750400590322291,2.2114278750959784
1105,3,5,500,1105,20,10,6,spectral,14.61505429202225,2.4358423820037083,1.8302157090511173
1105,4,5,500,1105,20,10,6,spectral,14.98400475003291,2.497334125005485,1.9307450000196695
1105,5,5,500,1105,20,10,6,spectral,15.631551916943863,2.605258652823977,1.986735082929954
1105,6,5,500,1105,20,10,6,spectral,16.169451041030698,2.6949085068384497,2.2278304169885814
1105,3,6,500,1105,20,10,6,spectral,14.75078687502537,2.4584644791708947,1.9600914999609813
1105,4,6,500,1105,20,10,6,spectral,15.163601916981861,2.5272669861636436,1.9763070410117507
1105,5,6,500,1105,20,10,6,spectral,15.780457749962807,2.6300762916604676,1.9855762079823762
1105,6,6,500,1105,20,10,6,spectral,16.233419750002213,2.7055699583337023,2.18978229095228
1105,3,7,500,1105,20,10,6,spectral,15.186260082991794,2.531043347165299,1.9957445840118453
1105,4,7,500,1105,20,10,6,spectral,15.437165833078325,2.5728609721797207,2.0062132079619914
1105,5,7,500,1105,20,10,6,spectral,16.019835000042804,2.669972500007134,2.1742431659949943
1105,6,7,500,1105,20,10,6,spectral,16.392964542028494,2.732160757004749,2.1392077920027077
1105,3,8,500,1105,20,10,6,spectral,14.953553541912697,2.492258923652116,2.029568833997473
1105,4,8,500,1105,20,10,6,spectral,15.371264499961399,2.561877416660233,1.9562627079430968
1105,5,8,500,1105,20,10,6,spectral,16.273353416938335,2.7122255694897226,2.123849582974799
1105,6,8,500,1105,20,10,6,spectral,16.437888624961488,2.739648104160248,2.1703492499655113
1105,3,9,500,1105,20,10,6,spectral,15.058839833014645,2.5098066388357743,1.9898782919626683
1105,4,9,500,1105,20,10,6,spectral,15.094516666023992,2.515752777670665,1.9483670420013368
1105,5,9,500,1105,20,10,6,spectral,16.267556374892592,2.711259395815432,2.2071005000034347
1105,6,9,500,1105,20,10,6,spectral,16.410441290936433,2.7350735484894053,2.017928290995769
1105,3,10,500,1105,20,10,6,spectral,15.047989250044338,2.507998208340723,1.995074125006795
1105,4,10,500,1105,20,10,6,spectral,15.232861500000581,2.538810250000097,1.9527696250006557
1105,5,10,500,1105,20,10,6,spectral,15.880110583035275,2.6466850971725457,2.0402312909718603
1105,6,10,500,1105,20,10,6,spectral,16.38313641701825,2.7305227361697084,2.045983540941961
1105,3,11,500,1105,20,10,6,spectral,15.052641291054897,2.5087735485091494,1.970021624932997
