axis_name,axis_value,stage,dataset_iteration,true_k,n,p,B,n_jobs,n_test_ks,estimator,t_carve_sec_s,t_carve_sec_g,t_carve_per_k_sec_s,t_carve_per_k_sec_g
n_total,10000,end,9,5,10000,50,20,10,5,kmeans,46.05918687488884,191.38532299990766,9.211837374977767,38.27706459998153
n_total,10000,end,10,5,10000,50,20,10,5,kmeans,40.86707116710022,186.99917037505656,8.173414233420043,37.39983407501131
n_total,10000,end,11,5,10000,50,20,10,5,kmeans,48.11803925014101,194.54920179210603,9.623607850028202,38.90984035842121
n_total,10000,end,12,5,10000,50,20,10,5,kmeans,42.36173487501219,188.77948970813304,8.472346975002438,37.75589794162661
n_total,10000,end,13,5,10000,50,20,10,5,kmeans,42.4018302091863,186.52624183380976,8.48036604183726,37.30524836676195
n_total,10000,end,14,5,10000,50,20,10,5,kmeans,48.16700441716239,171.99728995887563,9.633400883432477,34.39945799177512
n_total,10000,end,15,5,10000,50,20,10,5,kmeans,42.53242666693404,174.84324941714294,8.50648533338681,34.96864988342859
n_total,10000,end,16,5,10000,50,20,10,5,kmeans,41.86177349998616,178.3502487919759,8.372354699997231,35.67004975839518
n_total,10000,end,17,5,10000,50,20,10,5,kmeans,44.18878825008869,182.41999120800756,8.837757650017739,36.48399824160151
n_total,10000,end,18,5,10000,50,20,10,5,kmeans,41.155636250041425,176.14831041591242,8.231127250008285,35.22966208318248
n_total,10000,end,19,5,10000,50,20,10,5,kmeans,46.28405479085632,174.76539675006643,9.256810958171263,34.95307935001328
