axis_name,axis_value,stage,baseline_ari,dataset_iteration,true_k,metric_name,k,metric_value,is_optimal,is_correct,metric_ari
embed_dim,10,start,0.8236063980088845,0,5,accuracy_generalizability,3,0.7417533017772486,False,False,0.4734014401744169
embed_dim,10,start,0.8236063980088845,0,5,accuracy_generalizability,4,0.8053824614604438,False,False,0.6590452113148777
embed_dim,10,start,0.8236063980088845,0,5,accuracy_generalizability,5,0.938855242747232,True,True,1.0
embed_dim,10,start,0.8236063980088845,0,5,accuracy_generalizability,6,0.9239487003693815,False,False,0.859421764473693
embed_dim,10,start,0.8236063980088845,0,5,accuracy_generalizability,7,0.9112926991742014,False,False,0.7646383115413216
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability,3,0.4854513724848434,False,False,0.4734014401744169
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability,4,0.6494550075155017,False,False,0.6590452113148777
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability,5,0.9224666805242526,True,True,1.0
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability,6,0.8959397357571026,False,False,0.859421764473693
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability,7,0.8699792325712167,False,False,0.7646383115413216
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability_1se,3,0.4854513724848434,False,False,0.4734014401744169
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability_1se,4,0.6494550075155017,False,False,0.6590452113148777
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability_1se,5,0.9224666805242526,True,True,1.0
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability_1se,6,0.8959397357571026,False,False,0.859421764473693
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability_1se,7,0.8699792325712167,False,False,0.7646383115413216
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability_quant,3,0.4854513724848434,False,False,0.4734014401744169
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability_quant,4,0.6494550075155017,False,False,0.6590452113148777
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability_quant,5,0.9224666805242526,False,True,1.0
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability_quant,6,0.8959397357571026,False,False,0.859421764473693
embed_dim,10,start,0.8236063980088845,0,5,ari_generalizability_quant,7,0.8699792325712167,True,False,0.7646383115413216
embed_dim,10,start,0.8236063980088845,0,5,ari_stability,3,0.6364300174095879,False,False,0.4734014401744169
embed_dim,10,start,0.8236063980088845,0,5,ari_stability,4,0.7832244567227403,False,False,0.6590452113148777
embed_dim,10,start,0.8236063980088845,0,5,ari_stability,5,0.9855162768794853,True,True,1.0
embed_dim,10,start,0.8236063980088845,0,5,ari_stability,6,0.9270430789267516,False,False,0.8576749187626044
embed_dim,10,start,0.8236063980088845,0,5,ari_stability,7,0.8969464793899742,False,False,0.7644170041300191
embed_dim,10,start,0.8236063980088845,0,5,ari_stability_1se,3,0.6364300174095879,False,False,0.4734014401744169
embed_dim,10,start,0.8236063980088845,0,5,ari_stability_1se,4,0.7832244567227403,False,False,0.6590452113148777
embed_dim,10,start,0.8236063980088845,0,5,ari_stability_1se,5,0.9855162768794853,True,True,1.0
embed_dim,10,start,0.8236063980088845,0,5,ari_stability_1se,6,0.9270430789267516,False,False,0.8576749187626044
embed_dim,10,start,0.8236063980088845,0,5,ari_stability_1se,7,0.8969464793899742,False,False,0.7644170041300191
embed_dim,10,start,0.8236063980088845,0,5,ari_stability_quant,3,0.6364300174095879,False,False,0.4734014401744169
embed_dim,10,start,0.8236063980088845,0,5,ari_stability_quant,4,0.7832244567227403,False,False,0.6590452113148777
embed_dim,10,start,0.8236063980088845,0,5,ari_stability_quant,5,0.9855162768794853,True,True,1.0
embed_dim,10,start,0.8236063980088845,0,5,ari_stability_quant,6,0.9270430789267516,False,False,0.8576749187626044
embed_dim,10,start,0.8236063980088845,0,5,ari_stability_quant,7,0.8969464793899742,False,False,0.7644170041300191
embed_dim,10,start,0.8236063980088845,0,5,consensus_ce_stability,3,0.5596808994945691,False,False,0.4734014401744169
embed_dim,10,start,0.8236063980088845,0,5,consensus_ce_stability,4,0.789506673469673,False,False,0.6590452113148777
embed_dim,10,start,0.8236063980088845,0,5,consensus_ce_stability,5,0.9908234232599701,True,True,1.0
embed_dim,10,start,0.8236063980088845,0,5,consensus_ce_stability,6,0.9477892981958396,False,False,0.8576749187626044
embed_dim,10,start,0.8236063980088845,0,5,consensus_ce_stability,7,0.9435183372848897,False,False,0.7644170041300191
embed_dim,10,start,0.8236063980088845,0,5,consensus_gini_stability,3,0.6181256780419268,False,False,0.4734014401744169
