axis_name,axis_value,stage,baseline_ari,dataset_iteration,true_k,metric_name,k,metric_value,is_optimal,is_correct,metric_ari
p,50,start,0.7454307059339913,1,5,gap,7,1.4277489133298786,True,False,0.487398615601205
p,50,start,0.7454307059339913,1,5,davies_bouldin,3,0.20100186180398294,False,False,0.6175629756864949
p,50,start,0.7454307059339913,1,5,davies_bouldin,4,0.21261609902540737,False,False,0.7278368289576772
p,50,start,0.7454307059339913,1,5,davies_bouldin,5,0.22676743871174085,True,True,0.7454307059339913
p,50,start,0.7454307059339913,1,5,davies_bouldin,6,0.21403748743324671,False,False,0.5637051572512983
p,50,start,0.7454307059339913,1,5,davies_bouldin,7,0.21758544296302768,False,False,0.487398615601205
p,50,start,0.7454307059339913,1,5,calinski_harabasz,3,72.65280587841868,True,False,0.6175629756864949
p,50,start,0.7454307059339913,1,5,calinski_harabasz,4,63.60986028338761,False,False,0.7278368289576772
p,50,start,0.7454307059339913,1,5,calinski_harabasz,5,56.61689091807112,False,True,0.7454307059339913
p,50,start,0.7454307059339913,1,5,calinski_harabasz,6,51.43622718961686,False,False,0.5637051572512983
p,50,start,0.7454307059339913,1,5,calinski_harabasz,7,46.62122825379183,False,False,0.487398615601205
p,50,start,0.9292740328602656,2,5,accuracy_generalizability,3,0.8719504271587732,False,False,0.5944127921197048
p,50,start,0.9292740328602656,2,5,accuracy_generalizability,4,0.8842268448363226,True,False,0.7570158620797156
p,50,start,0.9292740328602656,2,5,accuracy_generalizability,5,0.7201449673425309,False,True,0.7447042322304027
p,50,start,0.9292740328602656,2,5,accuracy_generalizability,6,0.699565088790754,False,False,0.8616426262172779
p,50,start,0.9292740328602656,2,5,accuracy_generalizability,7,0.6329133185089856,False,False,0.8556317800441182
p,50,start,0.9292740328602656,2,5,ari_generalizability,3,0.6833522589918885,False,False,0.5944127921197048
p,50,start,0.9292740328602656,2,5,ari_generalizability,4,0.7257244752427192,True,False,0.7570158620797156
p,50,start,0.9292740328602656,2,5,ari_generalizability,5,0.5405915901133702,False,True,0.7447042322304027
p,50,start,0.9292740328602656,2,5,ari_generalizability,6,0.4899404518663715,False,False,0.8616426262172779
p,50,start,0.9292740328602656,2,5,ari_generalizability,7,0.4453904635508462,False,False,0.8556317800441182
p,50,start,0.9292740328602656,2,5,ari_generalizability_1se,3,0.6833522589918885,False,False,0.5944127921197048
p,50,start,0.9292740328602656,2,5,ari_generalizability_1se,4,0.7257244752427192,True,False,0.7570158620797156
p,50,start,0.9292740328602656,2,5,ari_generalizability_1se,5,0.5405915901133702,False,True,0.7447042322304027
p,50,start,0.9292740328602656,2,5,ari_generalizability_1se,6,0.4899404518663715,False,False,0.8616426262172779
p,50,start,0.9292740328602656,2,5,ari_generalizability_1se,7,0.4453904635508462,False,False,0.8556317800441182
p,50,start,0.9292740328602656,2,5,ari_generalizability_quant,3,0.6833522589918885,False,False,0.5944127921197048
p,50,start,0.9292740328602656,2,5,ari_generalizability_quant,4,0.7257244752427192,True,False,0.7570158620797156
p,50,start,0.9292740328602656,2,5,ari_generalizability_quant,5,0.5405915901133702,False,True,0.7447042322304027
p,50,start,0.9292740328602656,2,5,ari_generalizability_quant,6,0.4899404518663715,False,False,0.8616426262172779
p,50,start,0.9292740328602656,2,5,ari_generalizability_quant,7,0.4453904635508462,False,False,0.8556317800441182
p,50,start,0.9292740328602656,2,5,ari_stability,3,0.8826165524792521,False,False,0.6634362888103463
p,50,start,0.9292740328602656,2,5,ari_stability,4,0.9467193708706805,True,False,0.8388250205116472
p,50,start,0.9292740328602656,2,5,ari_stability,5,0.821036117807739,False,True,0.9333655138245885
p,50,start,0.9292740328602656,2,5,ari_stability,6,0.7130380767747648,False,False,0.7355175934680881
p,50,start,0.9292740328602656,2,5,ari_stability,7,0.6354452842935772,False,False,0.6978799236629663
p,50,start,0.9292740328602656,2,5,ari_stability_1se,3,0.8826165524792521,False,False,0.6634362888103463
p,50,start,0.9292740328602656,2,5,ari_stability_1se,4,0.9467193708706805,True,False,0.8388250205116472
p,50,start,0.9292740328602656,2,5,ari_stability_1se,5,0.821036117807739,False,True,0.9333655138245885
p,50,start,0.9292740328602656,2,5,ari_stability_1se,6,0.7130380767747648,False,False,0.7355175934680881
p,50,start,0.9292740328602656,2,5,ari_stability_1se,7,0.6354452842935772,False,False,0.6978799236629663
p,50,start,0.9292740328602656,2,5,ari_stability_quant,3,0.8826165524792521,False,False,0.6634362888103463
p,50,start,0.9292740328602656,2,5,ari_stability_quant,4,0.9467193708706805,True,False,0.8388250205116472
p,50,start,0.9292740328602656,2,5,ari_stability_quant,5,0.821036117807739,False,True,0.9333655138245885
p,50,start,0.9292740328602656,2,5,ari_stability_quant,6,0.7130380767747648,False,False,0.7355175934680881
p,50,start,0.9292740328602656,2,5,ari_stability_quant,7,0.6354452842935772,False,False,0.6978799236629663
p,50,start,0.9292740328602656,2,5,consensus_ce_stability,3,0.8884948622286398,False,False,0.6634362888103463
p,50,start,0.9292740328602656,2,5,consensus_ce_stability,4,0.951049421117388,True,False,0.8388250205116472
p,50,start,0.9292740328602656,2,5,consensus_ce_stability,5,0.8636299252754907,False,True,0.9333655138245885
p,50,start,0.9292740328602656,2,5,consensus_ce_stability,6,0.8196968488204192,False,False,0.7355175934680881
p,50,start,0.9292740328602656,2,5,consensus_ce_stability,7,0.7957800793497449,False,False,0.6978799236629663
p,50,start,0.9292740328602656,2,5,consensus_gini_stability,3,0.903695676876434,False,False,0.6634362888103463
p,50,start,0.9292740328602656,2,5,consensus_gini_stability,4,0.9569727257994527,True,False,0.8388250205116472
p,50,start,0.9292740328602656,2,5,consensus_gini_stability,5,0.8863834534146775,False,True,0.9333655138245885
